# Reparto a mano de las preguntas del bloque específico de INFORMACIÓN GRÁFICA
# Y CAPTACIÓN DE IMAGEN Y SONIDO.
#
# Un cuadernillo: `29_preguntas_igyciys`, 108 preguntas del proceso selectivo de
# 2024, con su plantilla oficial completa. Es el examen más largo de las cuatro
# ocupaciones audiovisuales de esta tanda.
#
# **Diez van al banco del bloque común** y las clasifica el script por su
# materia. **Cuatro más van a mano en `reclasificadas.tsv`**: la 2, del convenio;
# la 9, del artículo 4 de la Ley 31/1995; y la 17 y la 22, del banco compartido
# de prevención —barandillas de plataforma y posturas forzadas—.
#
# **Un punto del Anexo 2 se queda sin ninguna pregunta**: el 6, teoría de la
# información audiovisual. Se desarrolla igual, y su ficha lo declara.
origen	numero	tema	motivo
29_preguntas_igyciys	91	07	Diafragma del fondo para una relación de contraste 16:1
29_preguntas_igyciys	106	07	Qué ocurre al colocar un CTB delante de una fuente
29_preguntas_igyciys	11	08	Qué hacer si el control de cámaras pide ajustar la bandera francesa
29_preguntas_igyciys	16	08	Parámetro que limpia el ruido de una zona oscura
29_preguntas_igyciys	24	08	Qué hace el circuito black stretch
29_preguntas_igyciys	53	08	Equivalencia de 6 dB de ganancia en pasos de diafragma
29_preguntas_igyciys	56	08	Labores del Técnico de Imagen Digital
29_preguntas_igyciys	64	08	Efecto del ajuste del knee
29_preguntas_igyciys	67	08	Qué es el balance de blancos
29_preguntas_igyciys	84	09	Qué NO permite la mochila de transmisión
29_preguntas_igyciys	92	09	Vías de conexión de una mochila
29_preguntas_igyciys	102	09	Para qué sirve la función CUT en consolas de cámaras robotizadas
29_preguntas_igyciys	10	10	A qué se refiere el término Dutch Angle
29_preguntas_igyciys	15	10	Qué es la deriva en una panorámica
29_preguntas_igyciys	20	10	Para qué usa el encuadre un reportero gráfico
29_preguntas_igyciys	28	10	Cómo se llama lo que se desarrolla en veinte o veinticinco líneas
29_preguntas_igyciys	36	10	Trayectoria posible para un travelling compensado
29_preguntas_igyciys	60	10	Cómo grabar un plano secuencia
29_preguntas_igyciys	65	10	Qué se consigue con dos cámaras a cada lado del eje
29_preguntas_igyciys	82	10	Eliminación de los tiempos muertos: la elipsis
29_preguntas_igyciys	87	10	Sensación de continuidad entre dos planos: el raccord
29_preguntas_igyciys	96	10	En qué consiste el efecto Vértigo
29_preguntas_igyciys	98	10	Qué es una secuencia
29_preguntas_igyciys	99	10	Ángulo para dar sensación de imagen grandiosa
